 0.000000E+00 0.404815E+00 -.163875E+00 0.730000E-08 0.143000E-07 0.100000E-08
 0.728812E-02 0.404815E+00 -.163875E+00 0.840000E-08 0.175000E-07 0.150000E-08
 0.161044E-01 0.404815E+00 -.163875E+00 0.103000E-07 0.221000E-07 0.210000E-08
 0.266839E-01 0.404815E+00 -.163875E+00 0.133000E-07 0.288000E-07 0.320000E-08
 0.393793E-01 0.404815E+00 -.163875E+00 0.183000E-07 0.397000E-07 0.480000E-08
 0.546609E-01 0.404815E+00 -.163875E+00 0.267000E-07 0.581000E-07 0.750000E-08
 0.729987E-01 0.404815E+00 -.163875E+00 0.422000E-07 0.918000E-07 0.125000E-07
 0.948631E-01 0.404815E+00 -.163875E+00 0.731000E-07 0.158900E-06 0.223000E-07
 0.115669E+00 0.404815E+00 -.163875E+00 0.123100E-06 0.267500E-06 0.382000E-07
 0.140708E+00 0.404815E+00 -.163875E+00 0.230000E-06 0.500000E-06 0.720000E-07
 0.170801E+00 0.404815E+00 -.163875E+00 0.487100E-06 0.105900E-05 0.153400E-06
 0.206771E+00 0.404815E+00 -.163875E+00 0.119880E-05 0.260620E-05 0.378400E-06
 0.240978E+00 0.404815E+00 -.163875E+00 0.282040E-05 0.613160E-05 0.890900E-06
 0.273422E+00 0.404815E+00 -.163875E+00 0.635750E-05 0.138215E-04 0.200880E-05
 0.312449E+00 0.404815E+00 -.163875E+00 0.168603E-04 0.366550E-04 0.532810E-05
 0.349477E+00 0.404815E+00 -.163875E+00 0.425858E-04 0.925833E-04 0.134582E-04
 0.384742E+00 0.404815E+00 -.163875E+00 0.102694E-03 0.223261E-03 0.324543E-04
 0.418126E+00 0.404815E+00 -.163875E+00 0.236979E-03 0.515202E-03 0.748929E-04
 0.458328E+00 0.404814E+00 -.163874E+00 0.646409E-03 0.140532E-02 0.204287E-03
 0.496415E+00 0.404807E+00 -.163871E+00 0.167691E-02 0.364568E-02 0.529964E-03
 0.532620E+00 0.404768E+00 -.163851E+00 0.414734E-02 0.901673E-02 0.131081E-02
 0.567062E+00 0.404552E+00 -.163741E+00 0.979828E-02 0.213053E-01 0.309819E-02
 0.599741E+00 0.403470E+00 -.163189E+00 0.221205E-01 0.481301E-01 0.700952E-02
 0.630775E+00 0.398537E+00 -.160679E+00 0.474201E-01 0.103489E+00 0.151758E-01
 0.660280E+00 0.378726E+00 -.150658E+00 0.935891E-01 0.206860E+00 0.312047E-01
 0.688257E+00 0.316247E+00 -.119766E+00 0.153614E+00 0.356008E+00 0.592185E-01
 0.702245E+00 0.258616E+00 -.924154E-01 0.173138E+00 0.424981E+00 0.785034E-01
 0.715646E+00 0.192413E+00 -.627662E-01 0.171514E+00 0.462111E+00 0.987695E-01
 0.728224E+00 0.130914E+00 -.375604E-01 0.149894E+00 0.463004E+00 0.117962E+00
 0.743388E+00 0.730023E-01 -.169353E-01 0.109499E+00 0.429118E+00 0.138606E+00
 0.757846E+00 0.380931E-01 -.684006E-02 0.717801E-01 0.380693E+00 0.154463E+00
 0.771482E+00 0.193232E-01 -.261717E-02 0.443075E-01 0.333030E+00 0.165893E+00
 0.784530E+00 0.975833E-02 -.986284E-03 0.265965E-01 0.291156E+00 0.173734E+00
 0.800165E+00 0.415231E-02 -.289362E-03 0.137553E-01 0.246983E+00 0.179807E+00
 0.814976E+00 0.179885E-02 -.870070E-04 0.711233E-02 0.211023E+00 0.182775E+00
 0.829082E+00 0.799625E-03 -.271985E-04 0.372180E-02 0.181678E+00 0.183535E+00
 0.842483E+00 0.366081E-03 -.890040E-05 0.198435E-02 0.157578E+00 0.182743E+00
 0.855178E+00 0.172778E-03 -.305750E-05 0.108187E-02 0.137650E+00 0.180877E+00
 0.867286E+00 0.839430E-04 -.110310E-05 0.604217E-03 0.121056E+00 0.178284E+00
 0.881744E+00 0.346799E-04 -.323400E-06 0.298509E-03 0.103763E+00 0.174326E+00
 0.895498E+00 0.143697E-04 -.100500E-06 0.152032E-03 0.896279E-01 0.169896E+00
 0.908663E+00 0.557240E-05 -.331000E-07 0.797978E-04 0.779874E-01 0.165226E+00
 0.921006E+00 0.151170E-05 -.115000E-07 0.431193E-04 0.683324E-01 0.160477E+00
 0.932879E+00 -.540500E-06 -.420000E-08 0.239477E-04 0.602696E-01 0.155761E+00
 0.946985E+00 -.196620E-05 -.130000E-08 0.117493E-04 0.518400E-01 0.149921E+00
 0.960503E+00 -.290040E-05 -.400000E-09 0.590570E-05 0.449266E-01 0.144264E+00
 0.973316E+00 -.368600E-05 -.100000E-09 0.300990E-05 0.392147E-01 0.138849E+00
 0.985424E+00 -.445880E-05 -.100000E-09 0.152640E-05 0.344626E-01 0.133709E+00
 0.100000E+01 -.550920E-05 0.000000E+00 0.598000E-06 0.295139E-01 0.127588E+00
