0.0000000      5.6856        0.56351
0.0012333      5.6905        0.56372
0.0016157      5.6915        0.56378
0.0029605      5.6939        0.56402
0.0035326      5.6945        0.56413
0.0050423      5.6954        0.56441
0.0058425      5.6956        0.56456
0.007596       5.6957        0.5649
0.0086822      5.6957        0.56511
0.010806       5.6955        0.56553
0.012279       5.6953        0.56582
0.015001       5.6949        0.56637
0.017049       5.6945        0.5668
0.020829       5.6939         0.5676
0.023844       5.6934         0.56825
0.029722       5.6924         0.56957
0.034639       5.6915         0.57071
0.043004       5.6898         0.57277
0.051435       5.6881         0.575
0.059549       5.6863         0.57729
0.067065       5.6845         0.57956
0.074235       5.6827         0.58188
0.081293       5.6808         0.58432
0.088335       5.6787         0.58692
0.095385       5.6765         0.58972
0.10244        5.6741         0.59273
0.10951        5.6716         0.59597
0.11658        5.6688         0.59949
0.12365        5.6658         0.6033
0.13073        5.6625         0.60745
0.1378         5.659          0.61198
0.14488        5.6551         0.61695
0.15194        5.6508         0.62241
0.15899        5.646          0.62844
0.16602        5.6408         0.63512
0.173          5.6349         0.64253
0.17994        5.6284         0.65078
0.1868         5.6212         0.65999
0.19355        5.6131         0.67028
0.20018        5.604          0.68178
0.20664        5.5938         0.69464
0.21291        5.5825         0.70899
0.21895        5.5699         0.725
0.22476        5.5558         0.74283
0.23031        5.5401         0.76265
0.23559        5.5227         0.78464
0.24059        5.5033         0.80899
0.24532        5.4819         0.83592
0.24979        5.4581         0.86562
0.254          5.4319         0.89834
0.25797        5.403          0.9343
0.2617         5.371          0.97375
0.26522        5.3358         1.017
0.26853        5.2971         1.0642
0.27165        5.2545         1.1157
0.2746         5.2076         1.1717
0.27739        5.156          1.2326
0.28004        5.0993         1.2987
0.28255        5.037          1.3701
0.28495        4.9684         1.4472
0.28724        4.8929         1.5303
0.28943        4.8096         1.6197
0.29154        4.7175         1.7158
0.29358        4.6155         1.8188
0.29555        4.5018         1.9293
0.29748        4.3744         2.0478
0.29937        4.2304         2.175
0.30125        4.0653         2.312
0.30314        3.8719         2.4605
0.3051         3.6362         2.6246
0.3073         3.3182         2.8172
0.30927        2.9705         2.9914
0.31114        2.5699         3.1471
0.31317        2.0329         3.2834
0.31466        1.5577         3.3349
0.31582        1.1492         3.3203
0.31676        0.80728        3.2499
0.31745        0.57678        3.1518
0.31811        0.39155        3.0131
0.31869        0.27078        2.8575
0.31921        0.19575        2.6956
0.31959        0.15876        2.5705
0.32005        0.12902        2.4153
0.32045        0.11326        2.282
0.32092        0.10274        2.1253
0.32138        0.098761       1.9816
0.32193        0.099477       1.8183
0.3225         0.1049         1.6625
0.32317        0.11638        1.4943
0.32386        0.13344        1.3406
0.32462        0.15925        1.1907
0.32539        0.19484        1.0578
0.32626        0.24901        0.93198
0.32721        0.33263        0.81891
0.32821        0.46051        0.72461
0.32907        0.61613        0.6617
0.32992        0.82643        0.61357
0.33069        1.0774        0.58024
0.33145        1.3958        0.55487
0.33219        1.7693        0.53656
0.33297        2.2231        0.52248
0.33378        2.7471        0.51193
0.33481        3.4377        0.5029
0.33556        3.9034        0.49861
0.33654        4.4343        0.49481
0.33736        4.7927        0.49273
0.33802        5.0212        0.49157
0.33871        5.2086        0.49069
0.33932        5.3381        0.49013
0.33997        5.4432        0.4897
0.34057        5.5187        0.4894
0.3412         5.5793         0.48918
0.34182        5.6236        0.48902
0.34247        5.6587        0.4889
0.34312        5.6846        0.48882
0.34381        5.7046        0.48877
0.34451        5.7193        0.48874
0.34526        5.7304        0.48872
0.34603        5.7384        0.48871
0.34686        5.7442        0.48872
0.34773        5.7482        0.48873
0.34867        5.7511        0.48875
0.34967        5.7529        0.48878
0.35076        5.7542        0.48881
0.35193        5.7549        0.48884
0.35322        5.7554        0.48888
0.35464        5.7556        0.48893
0.35623        5.7557        0.48898
0.358          5.7558        0.48904
0.36003        5.7557        0.4891
0.36236        5.7557        0.48917
0.36512        5.7556        0.48926
0.36843        5.7556        0.48936
0.37255        5.7555        0.48949
0.3778         5.7553        0.48965
0.38471        5.7552        0.48986
0.39302        5.755         0.4901
0.40121        5.7548        0.49033
0.40869        5.7546        0.49054
0.41574        5.7545        0.49074
0.42263        5.7543        0.49092
0.42949        5.7542        0.4911
0.43635        5.754         0.49128
0.44321        5.7539        0.49146
0.45007        5.7538        0.49163
0.45693        5.7536        0.4918
0.4638         5.7535        0.49196
0.47066        5.7534        0.49213
0.47753        5.7533        0.49229
0.48439        5.7531        0.49244
0.49126        5.753         0.4926
0.49812        5.7529        0.49275
0.50499        5.7528        0.4929
0.51185        5.7526        0.49305
0.51872        5.7525        0.49319
0.52559        5.7524        0.49334
0.53245        5.7523        0.49348
0.53932        5.7522        0.49362
0.54619        5.7521        0.49375
0.55306        5.752         0.49389
0.55992        5.7519        0.49402
0.56679        5.7518        0.49415
0.57366        5.7517        0.49427
0.58053        5.7516        0.4944
0.5874         5.7515        0.49452
0.59427        5.7514        0.49465
0.60114        5.7513        0.49477
0.60801        5.7512        0.49488
0.61488        5.7511        0.495
0.62175        5.751         0.49512
0.62862        5.7509        0.49523
0.63549        5.7508        0.49534
0.64236        5.7508        0.49545
0.64923        5.7507        0.49556
0.6561         5.7506        0.49567
0.66297        5.7505        0.49577
0.66984        5.7504        0.49588
0.67671        5.7503        0.49598
0.68359        5.7503        0.49608
0.69046        5.7502        0.49618
0.69733        5.7501        0.49628
0.7042         5.75          0.49638
0.71108        5.7499        0.49647
0.71795        5.7499        0.49657
0.72482        5.7498        0.49666
0.7317         5.7497        0.49675
0.73857        5.7497        0.49685
0.74544        5.7496        0.49694
0.75232        5.7495        0.49702
0.75919        5.7494        0.49711
0.76606        5.7494        0.4972
0.77294        5.7493        0.49728
0.77981        5.7492        0.49737
0.78669        5.7492        0.49745
0.79356        5.7491        0.49753
0.80044        5.749         0.49762
0.80731        5.749         0.4977
0.81419        5.7489        0.49778
0.82106        5.7489        0.49785
0.82794        5.7488        0.49793
0.83481        5.7487        0.49801
0.84169        5.7487        0.49808
0.84856        5.7486        0.49816
0.85544        5.7486        0.49823
0.86232        5.7485        0.49831
0.86919        5.7484        0.49838
0.87607        5.7484        0.49845
0.88295        5.7483        0.49852
0.88982        5.7483        0.49859
0.8967         5.7482        0.49866
0.90358        5.7482        0.49873
0.91045        5.7481        0.49879
0.91733        5.7481        0.49886
0.92421        5.748         0.49893
0.93108        5.748         0.49899
0.93796        5.7479        0.49906
0.94484        5.7479        0.49912
0.95172        5.7478        0.49918
0.9586         5.7478        0.49925
0.96547        5.7477        0.49931
0.97235        5.7477        0.49937
0.97923        5.7476        0.49943
0.98611        5.7476        0.49949
0.99299        5.7475        0.49955
1.0            5.7475        0.49961






