  0.00000000D+00  0.90407259D-03  0.14610608D-03  0.40162889D-03
  0.27677830D-02  0.93756671D-03  0.15151908D-03  0.41650850D-03
  0.55355660D-02  0.97230172D-03  0.15713262D-03  0.43193938D-03
  0.83033490D-02  0.10083236D-02  0.16295412D-03  0.44794196D-03
  0.11071132D-01  0.10456800D-02  0.16899129D-03  0.46453740D-03
  0.13838915D-01  0.10844204D-02  0.17525212D-03  0.48174767D-03
  0.16606698D-01  0.11245960D-02  0.18174490D-03  0.49959555D-03
  0.19374481D-01  0.11662600D-02  0.18847821D-03  0.51810467D-03
  0.22142264D-01  0.12094676D-02  0.19546098D-03  0.53729951D-03
  0.24910047D-01  0.12542759D-02  0.20270244D-03  0.55720548D-03
  0.27677830D-01  0.13007443D-02  0.21021217D-03  0.57784894D-03
  0.30445613D-01  0.13489342D-02  0.21800012D-03  0.59925719D-03
  0.33213396D-01  0.13989094D-02  0.22607659D-03  0.62145857D-03
  0.35981179D-01  0.14507360D-02  0.23445226D-03  0.64448248D-03
  0.38748962D-01  0.15044827D-02  0.24313824D-03  0.66835936D-03
  0.41516745D-01  0.15602206D-02  0.25214600D-03  0.69312084D-03
  0.44284528D-01  0.16180233D-02  0.26148748D-03  0.71879968D-03
  0.47052311D-01  0.16779675D-02  0.27117503D-03  0.74542987D-03
  0.49820094D-01  0.17401325D-02  0.28122148D-03  0.77304665D-03
  0.52587877D-01  0.18046005D-02  0.29164011D-03  0.80168657D-03
  0.55355660D-01  0.18714568D-02  0.30244473D-03  0.83138753D-03
  0.58123443D-01  0.19407899D-02  0.31364962D-03  0.86218885D-03
  0.60891226D-01  0.20126915D-02  0.32526963D-03  0.89413129D-03
  0.63659009D-01  0.20872569D-02  0.33732011D-03  0.92725712D-03
  0.66426792D-01  0.21645846D-02  0.34981702D-03  0.96161018D-03
  0.69194575D-01  0.22447770D-02  0.36277691D-03  0.99723595D-03
  0.71962358D-01  0.23279402D-02  0.37621691D-03  0.10341816D-02
  0.74730141D-01  0.24141843D-02  0.39015481D-03  0.10724959D-02
  0.77497924D-01  0.25036233D-02  0.40460907D-03  0.11122297D-02
  0.80265707D-01  0.25963756D-02  0.41959879D-03  0.11534356D-02
  0.83033490D-01  0.26925640D-02  0.43514382D-03  0.11961680D-02
  0.85801273D-01  0.27923156D-02  0.45126473D-03  0.12404835D-02
  0.88569056D-01  0.28957626D-02  0.46798286D-03  0.12864408D-02
  0.91336839D-01  0.30030417D-02  0.48532032D-03  0.13341007D-02
  0.94104622D-01  0.31142948D-02  0.50330004D-03  0.13835262D-02
  0.96872405D-01  0.32296692D-02  0.52194582D-03  0.14347828D-02
  0.99640188D-01  0.33493174D-02  0.54128233D-03  0.14879384D-02
  0.10240797D+00  0.34733978D-02  0.56133516D-03  0.15430631D-02
  0.10517575D+00  0.36020746D-02  0.58213083D-03  0.16002301D-02
  0.10794354D+00  0.37355179D-02  0.60369687D-03  0.16595149D-02
  0.11071132D+00  0.38739042D-02  0.62606178D-03  0.17209961D-02
  0.11347910D+00  0.40174165D-02  0.64925516D-03  0.17847548D-02
  0.11624689D+00  0.41662447D-02  0.67330770D-03  0.18508756D-02
  0.11901467D+00  0.43205856D-02  0.69825121D-03  0.19194460D-02
  0.12178245D+00  0.44806434D-02  0.72411869D-03  0.19905566D-02
  0.12455024D+00  0.46466296D-02  0.75094434D-03  0.20643016D-02
  0.12731802D+00  0.48187636D-02  0.77876365D-03  0.21407785D-02
  0.13008580D+00  0.49972732D-02  0.80761340D-03  0.22200886D-02
  0.13285358D+00  0.51823944D-02  0.83753177D-03  0.23023368D-02
  0.13562137D+00  0.53743719D-02  0.86855830D-03  0.23876318D-02
  0.13838915D+00  0.55734593D-02  0.90073402D-03  0.24760867D-02
  0.14115693D+00  0.57799199D-02  0.93410147D-03  0.25678183D-02
  0.14392472D+00  0.59940264D-02  0.96870477D-03  0.26629480D-02
  0.14669250D+00  0.62160620D-02  0.10045897D-02  0.27616018D-02
  0.14946028D+00  0.64463199D-02  0.10418036D-02  0.28639102D-02
  0.15222807D+00  0.66851043D-02  0.10803957D-02  0.29700084D-02
  0.15499585D+00  0.69327305D-02  0.11204171D-02  0.30800369D-02
  0.15776363D+00  0.71895257D-02  0.11619206D-02  0.31941411D-02
  0.16053141D+00  0.74558291D-02  0.12049610D-02  0.33124721D-02
  0.16329920D+00  0.77319922D-02  0.12495952D-02  0.34351864D-02
  0.16606698D+00  0.80183794D-02  0.12958822D-02  0.35624462D-02
  0.16883476D+00  0.83153688D-02  0.13438831D-02  0.36944198D-02
  0.17160255D+00  0.86233523D-02  0.13936613D-02  0.38312819D-02
  0.17437033D+00  0.89427362D-02  0.14452825D-02  0.39732134D-02
  0.17713811D+00  0.92739417D-02  0.14988149D-02  0.41204021D-02
  0.17990590D+00  0.96174054D-02  0.15543291D-02  0.42730424D-02
  0.18267368D+00  0.99735802D-02  0.16118983D-02  0.44313363D-02
  0.18544146D+00  0.10342935D-01  0.16715986D-02  0.45954930D-02
  0.18820924D+00  0.10725957D-01  0.17335086D-02  0.47657296D-02
  0.19097703D+00  0.11123151D-01  0.17977100D-02  0.49422710D-02
  0.19374481D+00  0.11535038D-01  0.18642875D-02  0.51253507D-02
  0.19651259D+00  0.11962161D-01  0.19333286D-02  0.53152105D-02
  0.19928038D+00  0.12405083D-01  0.20049245D-02  0.55121015D-02
  0.20204816D+00  0.12864384D-01  0.20791694D-02  0.57162837D-02
  0.20481594D+00  0.13340669D-01  0.21561610D-02  0.59280269D-02
  0.20758373D+00  0.13834563D-01  0.22360007D-02  0.61476107D-02
  0.21035151D+00  0.14346714D-01  0.23187934D-02  0.63753253D-02
  0.21311929D+00  0.14877794D-01  0.24046480D-02  0.66114713D-02
  0.21588707D+00  0.15428499D-01  0.24936773D-02  0.68563607D-02
  0.21865486D+00  0.15999549D-01  0.25859983D-02  0.71103165D-02
  0.22142264D+00  0.16591694D-01  0.26817320D-02  0.73736739D-02
  0.22419042D+00  0.17205705D-01  0.27810042D-02  0.76467807D-02
  0.22695821D+00  0.17842387D-01  0.28839447D-02  0.79299970D-02
  0.22972599D+00  0.18502569D-01  0.29906887D-02  0.82236963D-02
  0.23249377D+00  0.19187113D-01  0.31013757D-02  0.85282660D-02
  0.23526156D+00  0.19896909D-01  0.32161505D-02  0.88441076D-02
  0.23802934D+00  0.20632880D-01  0.33351629D-02  0.91716372D-02
  0.24079712D+00  0.21395983D-01  0.34585683D-02  0.95112865D-02
  0.24356490D+00  0.22187207D-01  0.35865278D-02  0.98635027D-02
  0.24633269D+00  0.23007576D-01  0.37192079D-02  0.10228749D-01
  0.24910047D+00  0.23858152D-01  0.38567812D-02  0.10607507D-01
  0.25186825D+00  0.24740031D-01  0.39994261D-02  0.11000274D-01
  0.25463604D+00  0.25654350D-01  0.41473277D-02  0.11407568D-01
  0.25740382D+00  0.26602284D-01  0.43006779D-02  0.11829922D-01
  0.26017160D+00  0.27585048D-01  0.44596747D-02  0.12267891D-01
  0.26293939D+00  0.28603899D-01  0.46245234D-02  0.12722052D-01
  0.26570717D+00  0.29660138D-01  0.47954362D-02  0.13192998D-01
  0.26847495D+00  0.30755108D-01  0.49726329D-02  0.13681348D-01
  0.27124273D+00  0.31890198D-01  0.51563410D-02  0.14187742D-01
  0.27401052D+00  0.33066844D-01  0.53467953D-02  0.14712841D-01
  0.27677830D+00  0.34286529D-01  0.55442387D-02  0.15257334D-01
  0.27954608D+00  0.35550783D-01  0.57489223D-02  0.15821931D-01
  0.28231387D+00  0.36861187D-01  0.59611060D-02  0.16407368D-01
  0.28508165D+00  0.38219372D-01  0.61810581D-02  0.17014411D-01
  0.28784943D+00  0.39627020D-01  0.64090558D-02  0.17643848D-01
  0.29061722D+00  0.41085867D-01  0.66453851D-02  0.18296500D-01
  0.29338500D+00  0.42597700D-01  0.68903415D-02  0.18973213D-01
  0.29615278D+00  0.44164362D-01  0.71442298D-02  0.19674866D-01
  0.29892056D+00  0.45787750D-01  0.74073644D-02  0.20402367D-01
  0.30168835D+00  0.47469815D-01  0.76800693D-02  0.21156658D-01
  0.30445613D+00  0.49212565D-01  0.79626782D-02  0.21938711D-01
  0.30722391D+00  0.51018062D-01  0.82555352D-02  0.22749535D-01
  0.30999170D+00  0.52888424D-01  0.85589946D-02  0.23590172D-01
  0.31275948D+00  0.54825827D-01  0.88734205D-02  0.24461700D-01
  0.31552726D+00  0.56832497D-01  0.91991876D-02  0.25365234D-01
  0.31829505D+00  0.58910718D-01  0.95366804D-02  0.26301928D-01
  0.32106283D+00  0.61062827D-01  0.98862938D-02  0.27272974D-01
  0.32383061D+00  0.63291209D-01  0.10248433D-01  0.28279604D-01
  0.32659839D+00  0.65598304D-01  0.10623512D-01  0.29323092D-01
  0.32936618D+00  0.67986595D-01  0.11011955D-01  0.30404752D-01
  0.33213396D+00  0.70458611D-01  0.11414196D-01  0.31525943D-01
  0.33490174D+00  0.73016924D-01  0.11830679D-01  0.32688066D-01
  0.33766953D+00  0.75664141D-01  0.12261854D-01  0.33892569D-01
  0.34043731D+00  0.78402902D-01  0.12708181D-01  0.35140942D-01
  0.34320509D+00  0.81235876D-01  0.13170127D-01  0.36434726D-01
  0.34597288D+00  0.84165750D-01  0.13648165D-01  0.37775504D-01
  0.34874066D+00  0.87195227D-01  0.14142772D-01  0.39164911D-01
  0.35150844D+00  0.90327016D-01  0.14654431D-01  0.40604627D-01
  0.35427622D+00  0.93563820D-01  0.15183627D-01  0.42096382D-01
  0.35704401D+00  0.96908331D-01  0.15730848D-01  0.43641954D-01
  0.35981179D+00  0.10036321D+00  0.16296577D-01  0.45243169D-01
  0.36257957D+00  0.10393109D+00  0.16881300D-01  0.46901903D-01
  0.36534736D+00  0.10761454D+00  0.17485493D-01  0.48620078D-01
  0.36811514D+00  0.11141607D+00  0.18109627D-01  0.50399666D-01
  0.37088292D+00  0.11533809D+00  0.18754159D-01  0.52242684D-01
  0.37365071D+00  0.11938293D+00  0.19419533D-01  0.54151193D-01
  0.37641849D+00  0.12355275D+00  0.20106175D-01  0.56127300D-01
  0.37918627D+00  0.12784960D+00  0.20814485D-01  0.58173151D-01
  0.38195405D+00  0.13227535D+00  0.21544836D-01  0.60290932D-01
  0.38472184D+00  0.13683165D+00  0.22297567D-01  0.62482864D-01
  0.38748962D+00  0.14151994D+00  0.23072977D-01  0.64751201D-01
  0.39025740D+00  0.14634138D+00  0.23871315D-01  0.67098224D-01
  0.39302519D+00  0.15129686D+00  0.24692776D-01  0.69526235D-01
  0.39579297D+00  0.15638693D+00  0.25537490D-01  0.72037554D-01
  0.39856075D+00  0.16161178D+00  0.26405512D-01  0.74634510D-01
  0.40132854D+00  0.16697119D+00  0.27296814D-01  0.77319433D-01
  0.40409632D+00  0.17246451D+00  0.28211272D-01  0.80094645D-01
  0.40686410D+00  0.17809061D+00  0.29148653D-01  0.82962452D-01
  0.40963188D+00  0.18384784D+00  0.30108601D-01  0.85925128D-01
  0.41239967D+00  0.18973399D+00  0.31090624D-01  0.88984908D-01
  0.41516745D+00  0.19574623D+00  0.32094079D-01  0.92143967D-01
  0.41793523D+00  0.20188112D+00  0.33118151D-01  0.95404411D-01
  0.42070302D+00  0.20813451D+00  0.34161840D-01  0.98768252D-01
  0.42347080D+00  0.21450154D+00  0.35223942D-01  0.10223739D+00
  0.42623858D+00  0.22097660D+00  0.36303024D-01  0.10581361D+00
  0.42900637D+00  0.22755329D+00  0.37397414D-01  0.10949851D+00
  0.43177415D+00  0.23422440D+00  0.38505172D-01  0.11329354D+00
  0.43454193D+00  0.24098190D+00  0.39624073D-01  0.11719991D+00
  0.43730971D+00  0.24781687D+00  0.40751587D-01  0.12121864D+00
  0.44007750D+00  0.25471958D+00  0.41884859D-01  0.12535042D+00
  0.44284528D+00  0.26167940D+00  0.43020690D-01  0.12959569D+00
  0.44561306D+00  0.26868484D+00  0.44155521D-01  0.13395453D+00
  0.44838085D+00  0.27572359D+00  0.45285415D-01  0.13842663D+00
  0.45114863D+00  0.28278250D+00  0.46406045D-01  0.14301130D+00
  0.45391641D+00  0.28984763D+00  0.47512687D-01  0.14770738D+00
  0.45668420D+00  0.29690428D+00  0.48600212D-01  0.15251320D+00
  0.45945198D+00  0.30393705D+00  0.49663081D-01  0.15742660D+00
  0.46221976D+00  0.31092992D+00  0.50695354D-01  0.16244480D+00
  0.46498754D+00  0.31786627D+00  0.51690696D-01  0.16756444D+00
  0.46775533D+00  0.32472898D+00  0.52642390D-01  0.17278149D+00
  0.47052311D+00  0.33150052D+00  0.53543362D-01  0.17809123D+00
  0.47329089D+00  0.33816304D+00  0.54386205D-01  0.18348822D+00
  0.47605868D+00  0.34469843D+00  0.55163214D-01  0.18896627D+00
  0.47882646D+00  0.35108848D+00  0.55866432D-01  0.19451840D+00
  0.48159424D+00  0.35731491D+00  0.56487693D-01  0.20013683D+00
  0.48436203D+00  0.36335955D+00  0.57018680D-01  0.20581293D+00
  0.48712981D+00  0.36920436D+00  0.57450988D-01  0.21153727D+00
  0.48989759D+00  0.37483162D+00  0.57776188D-01  0.21729956D+00
  0.49266538D+00  0.38022395D+00  0.57985899D-01  0.22308866D+00
  0.49543316D+00  0.38536445D+00  0.58071867D-01  0.22889262D+00
  0.49820094D+00  0.39023682D+00  0.58026043D-01  0.23469864D+00
  0.50096872D+00  0.39482537D+00  0.57840660D-01  0.24049317D+00
  0.50373651D+00  0.39911516D+00  0.57508323D-01  0.24626188D+00
  0.50650429D+00  0.40309209D+00  0.57022083D-01  0.25198971D+00
  0.50927207D+00  0.40674290D+00  0.56375518D-01  0.25766095D+00
  0.51203986D+00  0.41005529D+00  0.55562816D-01  0.26325927D+00
  0.51480764D+00  0.41301797D+00  0.54578840D-01  0.26876780D+00
  0.51757542D+00  0.41562066D+00  0.53419202D-01  0.27416918D+00
  0.52034321D+00  0.41785419D+00  0.52080324D-01  0.27944567D+00
  0.52311099D+00  0.41971048D+00  0.50559493D-01  0.28457918D+00
  0.52587877D+00  0.42118259D+00  0.48854911D-01  0.28955144D+00
  0.52864655D+00  0.42226473D+00  0.46965734D-01  0.29434401D+00
  0.53141434D+00  0.42295229D+00  0.44892106D-01  0.29893844D+00
  0.53418212D+00  0.42324179D+00  0.42635179D-01  0.30331632D+00
  0.53694990D+00  0.42313095D+00  0.40197137D-01  0.30745943D+00
  0.53971769D+00  0.42261861D+00  0.37581190D-01  0.31134982D+00
  0.54248547D+00  0.42170477D+00  0.34791586D-01  0.31496988D+00
  0.54525325D+00  0.42039056D+00  0.31833588D-01  0.31830252D+00
  0.54802104D+00  0.41867819D+00  0.28713467D-01  0.32133119D+00
  0.55078882D+00  0.41657096D+00  0.25438470D-01  0.32404005D+00
  0.55355660D+00  0.41407321D+00  0.22016791D-01  0.32641400D+00
  0.55632438D+00  0.41119027D+00  0.18457533D-01  0.32843882D+00
  0.55909217D+00  0.40792848D+00  0.14770660D-01  0.33010125D+00
  0.56185995D+00  0.40429508D+00  0.10966952D-01  0.33138906D+00
  0.56462773D+00  0.40029823D+00  0.70579519D-02  0.33229113D+00
  0.56739552D+00  0.39594693D+00  0.30559018D-02  0.33279754D+00
  0.57016330D+00  0.39125098D+00 -0.10263140D-02  0.33289964D+00
  0.57293108D+00  0.38622095D+00 -0.51752340D-02  0.33259006D+00
  0.57569887D+00  0.38086812D+00 -0.93768864D-02  0.33186283D+00
  0.57846665D+00  0.37520442D+00 -0.13616859D-01  0.33071340D+00
  0.58123443D+00  0.36924242D+00 -0.17880370D-01  0.32913867D+00
  0.58400221D+00  0.36299523D+00 -0.22152338D-01  0.32713705D+00
  0.58677000D+00  0.35647649D+00 -0.26417454D-01  0.32470844D+00
  0.58953778D+00  0.34970030D+00 -0.30660258D-01  0.32185430D+00
  0.59230556D+00  0.34268118D+00 -0.34865211D-01  0.31857765D+00
  0.59507335D+00  0.33543400D+00 -0.39016769D-01  0.31488304D+00
  0.59784113D+00  0.32797396D+00 -0.43099456D-01  0.31077659D+00
  0.60060891D+00  0.32031651D+00 -0.47097938D-01  0.30626595D+00
  0.60337670D+00  0.31247732D+00 -0.50997099D-01  0.30136031D+00
  0.60614448D+00  0.30447222D+00 -0.54782112D-01  0.29607034D+00
  0.60891226D+00  0.29631716D+00 -0.58438509D-01  0.29040818D+00
  0.61168004D+00  0.28802814D+00 -0.61952259D-01  0.28438739D+00
  0.61444783D+00  0.27962121D+00 -0.65309835D-01  0.27802293D+00
  0.61721561D+00  0.27111238D+00 -0.68498282D-01  0.27133106D+00
  0.61998339D+00  0.26251758D+00 -0.71505291D-01  0.26432932D+00
  0.62275118D+00  0.25385265D+00 -0.74319263D-01  0.25703644D+00
  0.62551896D+00  0.24513327D+00 -0.76929376D-01  0.24947227D+00
  0.62828674D+00  0.23637491D+00 -0.79325646D-01  0.24165769D+00
  0.63105453D+00  0.22759285D+00 -0.81498993D-01  0.23361457D+00
  0.63382231D+00  0.21880208D+00 -0.83441296D-01  0.22536560D+00
  0.63659009D+00  0.21001731D+00 -0.85145449D-01  0.21693425D+00
  0.63935787D+00  0.20125293D+00 -0.86605413D-01  0.20834465D+00
  0.64212566D+00  0.19252297D+00 -0.87816267D-01  0.19962147D+00
  0.64489344D+00  0.18384111D+00 -0.88774245D-01  0.19078983D+00
  0.64766122D+00  0.17522064D+00 -0.89476778D-01  0.18187514D+00
  0.65042901D+00  0.16667445D+00 -0.89922524D-01  0.17290303D+00
  0.65319679D+00  0.15821501D+00 -0.90111395D-01  0.16389920D+00
  0.65596457D+00  0.14985439D+00 -0.90044570D-01  0.15488928D+00
  0.65873236D+00  0.14160419D+00 -0.89724512D-01  0.14589873D+00
  0.66150014D+00  0.13347564D+00 -0.89154963D-01  0.13695269D+00
  0.66426792D+00  0.12547949D+00 -0.88340939D-01  0.12807588D+00
  0.66703570D+00  0.11762608D+00 -0.87288712D-01  0.11929245D+00
  0.66980349D+00  0.10992532D+00 -0.86005782D-01  0.11062583D+00
  0.67257127D+00  0.10238669D+00 -0.84500837D-01  0.10209869D+00
  0.67533905D+00  0.95019265D-01 -0.82783708D-01  0.93732740D-01
  0.67810684D+00  0.87831673D-01 -0.80865301D-01  0.85548661D-01
