   0.00000000E+00  -0.21401640E-05   0.36101460E-05   0.44234208E-05  -0.81252907E-06
   0.25000000E-02  -0.16810916E-05   0.41277270E-05   0.42916954E-05  -0.14134205E-05
   0.50000000E-02  -0.11617217E-05   0.46253907E-05   0.40870756E-05  -0.20404971E-05
   0.75000000E-02  -0.58493617E-06   0.50943227E-05   0.38068687E-05  -0.26866475E-05
   0.10000000E-01   0.45320285E-07   0.55254411E-05   0.34492755E-05  -0.33439277E-05
   0.12500000E-01   0.72401550E-06   0.59095083E-05   0.30134857E-05  -0.40036126E-05
   0.15000000E-01   0.14450183E-05   0.62372539E-05   0.24997674E-05  -0.46562622E-05
   0.17500000E-01   0.22011025E-05   0.64995070E-05   0.19095466E-05  -0.52918036E-05
   0.20000000E-01   0.29839669E-05   0.66873381E-05   0.12454771E-05  -0.58996292E-05
   0.22500000E-01   0.37842728E-05   0.67922082E-05   0.51149681E-06  -0.64687092E-05
   0.25000000E-01   0.45916995E-05   0.68061238E-05  -0.28712891E-06  -0.69877200E-05
   0.27500000E-01   0.53950183E-05   0.67217959E-05  -0.11437813E-05  -0.74451867E-05
   0.30000000E-01   0.61821855E-05   0.65328016E-05  -0.20504790E-05  -0.78296384E-05
   0.32500000E-01   0.69404552E-05   0.62337450E-05  -0.29978887E-05  -0.81297763E-05
   0.35000000E-01   0.76565100E-05   0.58204161E-05  -0.39753556E-05  -0.83346517E-05
   0.37500000E-01   0.83166111E-05   0.52899445E-05  -0.49709564E-05  -0.84338534E-05
   0.40000000E-01   0.89067660E-05   0.46409459E-05  -0.59715741E-05  -0.84177010E-05
   0.42500000E-01   0.94129131E-05   0.38736578E-05  -0.69629968E-05  -0.82774436E-05
   0.45000000E-01   0.98211209E-05   0.29900624E-05  -0.79300394E-05  -0.80054597E-05
   0.47500000E-01   0.10117802E-04   0.19939941E-05  -0.88566897E-05  -0.75954565E-05
   0.50000000E-01   0.10289939E-04   0.89122696E-06  -0.97262775E-05  -0.70426650E-05
   0.52500000E-01   0.10325316E-04  -0.31045771E-06  -0.10521667E-04  -0.63440287E-05
   0.55000000E-01   0.10212763E-04  -0.16012289E-05  -0.11225469E-04  -0.54983813E-05
   0.57500000E-01   0.99423985E-05  -0.29691896E-05  -0.11820279E-04  -0.45066112E-05
   0.60000000E-01   0.95058732E-05  -0.44003894E-05  -0.12288924E-04  -0.33718085E-05
   0.62500000E-01   0.88966131E-05  -0.58788682E-05  -0.12614736E-04  -0.20993912E-05
   0.65000000E-01   0.81100527E-05  -0.73867328E-05  -0.12781833E-04  -0.69720802E-06
   0.67500000E-01   0.71438584E-05  -0.89042667E-05  -0.12775411E-04   0.82438722E-06
   0.70000000E-01   0.59981364E-05  -0.10410077E-04  -0.12582047E-04   0.24524914E-05
   0.72500000E-01   0.46756210E-05  -0.11881274E-04  -0.12189998E-04   0.41716418E-05
   0.75000000E-01   0.31818397E-05  -0.13293691E-04  -0.11589508E-04   0.59638424E-05
   0.77500000E-01   0.15252500E-05  -0.14622137E-04  -0.10773101E-04   0.78086291E-05
   0.80000000E-01  -0.28265560E-06  -0.15840681E-04  -0.97358710E-05   0.96831760E-05
   0.82500000E-01  -0.22272811E-05  -0.16922981E-04  -0.84757517E-05   0.11562445E-04
   0.85000000E-01  -0.42908982E-05  -0.17842625E-04  -0.69937688E-05   0.13419377E-04
   0.87500000E-01  -0.64526607E-05  -0.18573522E-04  -0.52942661E-05   0.15225134E-04
   0.90000000E-01  -0.86886663E-05  -0.19090300E-04  -0.33850998E-05   0.16949375E-04
   0.92500000E-01  -0.10972067E-04  -0.19368737E-04  -0.12777983E-05   0.18560587E-04
   0.95000000E-01  -0.13273231E-04  -0.19386202E-04   0.10123207E-05   0.20026450E-04
   0.97500000E-01  -0.15559960E-04  -0.19122107E-04   0.34660778E-05   0.21314247E-04
   0.10000000E+00  -0.17797758E-04  -0.18558374E-04   0.60604115E-05   0.22391314E-04
   0.10250000E+00  -0.19950153E-04  -0.17679884E-04   0.87684122E-05   0.23225515E-04
   0.10500000E+00  -0.21979081E-04  -0.16474938E-04   0.11559415E-04   0.23785754E-04
   0.10750000E+00  -0.23845313E-04  -0.14935688E-04   0.14399154E-04   0.24042513E-04
   0.11000000E+00  -0.25508940E-04  -0.13058554E-04   0.17249985E-04   0.23968402E-04
   0.11250000E+00  -0.26929898E-04  -0.10844607E-04   0.20071166E-04   0.23538727E-04
   0.11500000E+00  -0.28068544E-04  -0.82999177E-05   0.22819215E-04   0.22732057E-04
   0.11750000E+00  -0.28886270E-04  -0.54358567E-05   0.25448332E-04   0.21530795E-04
   0.12000000E+00  -0.29346138E-04  -0.22693408E-05   0.27910881E-04   0.19921732E-04
   0.12250000E+00  -0.29413559E-04   0.11769810E-05   0.30157947E-04   0.17896580E-04
   0.12500000E+00  -0.29056976E-04   0.48746119E-05   0.32139951E-04   0.15452478E-04
   0.12750000E+00  -0.28248560E-04   0.87891676E-05   0.33807318E-04   0.12592458E-04
   0.13000000E+00  -0.26964909E-04   0.12880419E-04   0.35111202E-04   0.93258547E-05
   0.13250000E+00  -0.25187734E-04   0.17102425E-04   0.36004257E-04   0.56686669E-05
   0.13500000E+00  -0.22904522E-04   0.21403756E-04   0.36441446E-04   0.16438381E-05
   0.13750000E+00  -0.20109171E-04   0.25727819E-04   0.36380873E-04  -0.27185350E-05
   0.14000000E+00  -0.16802578E-04   0.30013281E-04   0.35784644E-04  -0.73810851E-05
   0.14250000E+00  -0.12993171E-04   0.34194593E-04   0.34619730E-04  -0.12299153E-04
   0.14500000E+00  -0.86973712E-05   0.38202619E-04   0.32858829E-04  -0.17420871E-04
   0.14750000E+00  -0.39399789E-05   0.41965368E-04   0.30481208E-04  -0.22687359E-04
   0.15000000E+00   0.12455377E-05   0.45408817E-04   0.27473520E-04  -0.28033037E-04
   0.15250000E+00   0.68168549E-05   0.48457839E-04   0.23830574E-04  -0.33386061E-04
   0.15500000E+00   0.12722722E-04   0.51037209E-04   0.19556044E-04  -0.38668881E-04
   0.15750000E+00   0.18903012E-04   0.53072696E-04   0.14663109E-04  -0.43798932E-04
   0.16000000E+00   0.25288910E-04   0.54492223E-04   0.91749981E-05  -0.48689445E-04
   0.16250000E+00   0.31803239E-04   0.55227087E-04   0.31254375E-05  -0.53250387E-04
   0.16500000E+00   0.38360936E-04   0.55213225E-04  -0.34410264E-05  -0.57389521E-04
   0.16750000E+00   0.44869677E-04   0.54392510E-04  -0.10468833E-04  -0.61013581E-04
   0.17000000E+00   0.51230660E-04   0.52714061E-04  -0.17891361E-04  -0.64029551E-04
   0.17250000E+00   0.57339543E-04   0.50135551E-04  -0.25631037E-04  -0.66346042E-04
   0.17500000E+00   0.63087535E-04   0.46624492E-04  -0.33599617E-04  -0.67874756E-04
   0.17750000E+00   0.68362635E-04   0.42159473E-04  -0.41698643E-04  -0.68532010E-04
   0.18000000E+00   0.73051017E-04   0.36731338E-04  -0.49820080E-04  -0.68240323E-04
   0.18250000E+00   0.77038553E-04   0.30344272E-04  -0.57847151E-04  -0.66930022E-04
   0.18500000E+00   0.80212450E-04   0.23016782E-04  -0.65655358E-04  -0.64540876E-04
   0.18750000E+00   0.82463000E-04   0.14782540E-04  -0.73113700E-04  -0.61023705E-04
   0.19000000E+00   0.83685427E-04   0.56910757E-05  -0.80086075E-04  -0.56341957E-04
   0.19250000E+00   0.83781796E-04  -0.41917146E-05  -0.86432869E-04  -0.50473231E-04
   0.19500000E+00   0.82662973E-04  -0.14783251E-04  -0.92012722E-04  -0.43410704E-04
   0.19750000E+00   0.80250618E-04  -0.25984176E-04  -0.96684454E-04  -0.35164441E-04
   0.20000000E+00   0.76479163E-04  -0.37678501E-04  -0.10030914E-03  -0.25762568E-04
   0.20250000E+00   0.71297767E-04  -0.49733999E-04  -0.10275231E-03  -0.15252267E-04
   0.20500000E+00   0.64672206E-04  -0.62002870E-04  -0.10388626E-03  -0.37005718E-05
   0.20750000E+00   0.56586664E-04  -0.74322688E-04  -0.10359246E-03   0.88050645E-05
